id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
1931,0,F,1,Y,N,22,Y,Y,DSL,Y,Y,N,Y,N,N,Per_month,Y,Check_mailed,63.55,1381.8
1932,1,M,1,Y,N,57,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,Y,Check_electron,44.85,2572.95
1933,0,M,0,N,N,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,47.95,47.95
1936,1,M,0,N,N,24,Y,N,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,96.0,2122.45
1939,0,F,0,N,N,4,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.3,116.95
1940,1,M,0,Y,Y,65,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,108.65,6937.95
1943,0,F,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.7,1415.85
1945,0,M,0,N,N,69,N,No_phone,DSL,N,Y,Y,N,N,N,Year-1,Y,Bank_transfer_auto,35.75,2492.25
1947,0,F,0,Y,Y,55,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.4,1083
1948,0,F,0,N,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.3,755.5
1949,1,M,0,N,N,10,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.55,402.6
1950,0,F,1,Y,N,47,Y,Y,DSL,Y,Y,Y,N,N,N,Per_month,Y,Credit_card_auto,67.45,3252
1951,1,F,0,Y,N,2,N,No_phone,DSL,N,N,N,N,N,Y,Per_month,Y,Check_electron,35.1,68.75
1952,1,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Credit_card_auto,46.2,46.2
1953,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,45.15,45.15
1955,0,M,0,Y,Y,46,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,20.1,936.85
1956,1,F,1,N,N,38,Y,N,DSL,Y,Y,N,N,N,N,Per_month,Y,Credit_card_auto,57.15,2250.65
1960,0,M,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.45,1378.45
1961,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.95,45.95
1962,0,F,1,N,N,52,N,No_phone,DSL,N,Y,Y,Y,Y,N,Per_month,Y,Check_electron,50.5,2566.3
1964,0,F,1,Y,N,26,Y,N,DSL,N,N,Y,N,N,Y,Year-1,N,Check_mailed,60.7,1597.4
1965,0,M,1,N,N,48,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,Y,Check_electron,99.0,4744.35
1967,1,F,0,N,N,3,Y,N,Fiber optic,N,Y,N,N,Y,N,Per_month,N,Check_electron,83.75,247.25
1968,0,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,44.05,44.05
1972,0,F,0,Y,Y,41,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.7,804.25
1976,0,M,0,Y,N,47,Y,Y,Fiber optic,N,N,N,N,Y,Y,Year-1,Y,Credit_card_auto,95.2,4563
1980,1,M,0,N,N,2,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,86.0,165.45
1981,0,M,0,N,N,26,N,No_phone,DSL,Y,Y,N,N,N,Y,Per_month,Y,Bank_transfer_auto,44.65,1156.55
1982,0,M,0,Y,Y,29,Y,N,DSL,Y,N,N,N,N,Y,Per_month,Y,Check_mailed,60.2,1834.15
1983,1,F,1,Y,N,35,Y,Y,Fiber optic,Y,Y,N,Y,Y,N,Per_month,Y,Bank_transfer_auto,100.5,3653.35
1991,1,F,1,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.1,45.1
1992,0,M,1,N,N,4,N,No_phone,DSL,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,50.95,207.35
1994,0,F,0,Y,N,46,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,Y,Check_electron,43.95,2007.85
1998,1,F,1,N,N,5,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,78.95,378.4
2001,0,F,0,N,N,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,20.15,260.7
2002,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,90.6,6441.85
2003,0,M,0,N,N,3,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,92.0,266.8
2004,1,M,0,N,N,56,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Per_month,Y,Check_electron,94.45,5124.6
2005,0,F,0,N,N,41,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,24.85,962.25
2006,0,M,0,N,N,40,N,No_phone,DSL,N,Y,N,Y,N,N,Year-1,N,Credit_card_auto,36.0,1382.9
2010,0,F,0,Y,Y,5,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,30.5,167.2
2011,0,F,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,N,Year-2,N,Credit_card_auto,106.1,7657.4
2014,0,F,0,N,N,3,Y,Y,DSL,N,N,N,Y,Y,N,Per_month,N,Check_electron,64.6,174.2
2015,0,M,0,N,N,24,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Credit_card_auto,51.1,1269.6
2017,0,F,1,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,89.1,6352.4
2021,0,M,0,Y,Y,70,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,85.95,5931.75
2026,1,M,0,Y,Y,49,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,99.8,4872.45
2027,1,M,0,Y,Y,47,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Bank_transfer_auto,107.35,5118.95
2029,0,M,0,Y,Y,1,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,81.05,81.05
2030,0,M,0,N,N,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_electron,20.5,76.95
2031,0,F,0,Y,N,53,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,111.8,5809.75
2033,0,M,0,N,N,20,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,19.7,415.9
2034,1,F,0,N,N,3,Y,N,Fiber optic,Y,Y,N,N,N,N,Per_month,Y,Check_electron,79.1,246.5
2041,0,M,0,N,N,3,Y,N,DSL,N,N,N,N,N,Y,Per_month,N,Check_mailed,54.65,189.1
2046,0,M,0,Y,Y,55,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Credit_card_auto,90.4,5099.15
2048,1,F,0,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,80.75,159.45
2051,0,M,0,Y,N,14,Y,N,DSL,N,N,Y,N,N,N,Per_month,N,Credit_card_auto,50.2,668.85
2052,0,F,0,Y,Y,20,Y,Y,Fiber optic,N,N,Y,Y,N,Y,Per_month,Y,Bank_transfer_auto,95.5,1916.2
2053,1,M,0,N,Y,1,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,75.35,75.35
2054,1,M,0,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.45,75.45
2055,0,F,0,Y,Y,49,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Bank_transfer_auto,95.4,4613.95
2056,0,F,0,N,N,72,Y,Y,Fiber optic,Y,Y,Y,N,Y,N,Year-2,Y,Bank_transfer_auto,101.3,7261.25
2057,0,F,0,Y,N,46,Y,Y,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,53.1,2459.8
2058,0,M,0,N,N,24,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Bank_transfer_auto,84.85,2048.8
2059,0,F,0,Y,Y,5,N,No_phone,DSL,N,Y,N,Y,N,N,Per_month,N,Check_electron,34.25,163.55
2060,0,F,0,Y,Y,33,Y,Y,Fiber optic,N,Y,Y,Y,N,N,Per_month,N,Credit_card_auto,88.6,2888.7
2061,0,F,0,N,N,42,Y,Y,DSL,Y,Y,N,N,N,N,Year-1,Y,Bank_transfer_auto,60.15,2421.6
2062,0,M,0,N,N,23,Y,N,Fiber optic,Y,N,Y,N,Y,Y,Year-1,Y,Credit_card_auto,99.95,2292.75
2063,0,M,0,N,N,8,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,70.7,553.4
2064,0,M,0,N,N,66,Y,N,DSL,Y,Y,N,N,N,N,Year-1,Y,Check_mailed,54.8,3465.7
2068,0,F,0,N,N,53,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Check_mailed,100.3,5200.8
2070,1,F,0,Y,N,7,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,81.1,576.65
2072,0,F,0,Y,Y,23,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,85.6,1868.4
2073,0,M,0,Y,Y,72,Y,N,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Check_electron,80.8,5728.55
2076,1,M,1,N,N,1,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,93.55,93.55
2081,1,F,0,Y,N,58,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Credit_card_auto,102.1,5885.4
2083,0,M,0,Y,N,27,Y,Y,DSL,Y,N,N,Y,Y,Y,Year-1,N,Check_mailed,80.85,2204.35
2085,1,F,0,Y,Y,12,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,N,Check_mailed,29.2,309.1
2086,0,F,0,Y,Y,69,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Year-2,Y,Bank_transfer_auto,93.3,6398.05
2087,1,F,0,Y,Y,25,Y,N,Fiber optic,N,Y,Y,N,Y,N,Per_month,Y,Bank_transfer_auto,89.15,2257.75
2089,0,F,0,Y,Y,35,N,No_phone,DSL,Y,N,N,Y,Y,N,Year-2,Y,Credit_card_auto,46.35,1662.05
2093,1,F,0,Y,Y,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.7,45.7
2095,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.95,69.95
2096,0,M,0,Y,Y,67,Y,N,DSL,Y,N,Y,Y,N,Y,Year-2,N,Check_mailed,67.85,4627.65
2098,1,F,0,Y,N,2,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,N,Check_electron,44.6,97.1
2100,0,F,1,N,N,9,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,N,Credit_card_auto,75.5,637.4
2105,1,F,0,Y,Y,49,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,N,Check_mailed,100.45,4941.8
2106,1,M,0,N,N,5,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,47.15,223.15
2107,1,M,0,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,80.2,181.1
2108,1,F,0,N,Y,4,Y,Y,Fiber optic,N,N,Y,Y,N,N,Per_month,Y,Check_mailed,87.1,341.45
2111,0,M,0,Y,Y,53,Y,Y,DSL,Y,N,Y,Y,Y,Y,Per_month,N,Check_electron,85.7,4616.1
2113,0,F,0,N,Y,31,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,20.1,589.25
2114,0,M,0,Y,Y,13,Y,N,DSL,N,Y,Y,Y,N,N,Per_month,N,Bank_transfer_auto,61.8,750.1
2115,0,F,0,Y,Y,28,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,49.9,1410.25
2117,0,M,0,Y,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,20.4,743.5
2118,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,45.3,45.3
2119,1,M,0,Y,N,67,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-1,N,Check_electron,104.1,7040.85
2122,0,F,0,N,N,16,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,86.25,1340.1
2123,1,F,1,Y,N,5,Y,Y,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,81.0,371.65
2128,0,F,0,N,N,15,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.6,331.6
2129,1,M,0,Y,N,67,Y,N,Fiber optic,Y,Y,N,N,N,Y,Year-1,Y,Credit_card_auto,90.6,6056.15
2130,0,M,0,N,Y,2,Y,Y,DSL,Y,Y,N,N,N,N,Per_month,N,Bank_transfer_auto,60.95,134.6
2132,1,F,0,Y,N,15,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Check_electron,88.15,1390.6
2134,0,M,0,Y,Y,41,Y,N,DSL,Y,Y,Y,N,N,N,Year-1,Y,Bank_transfer_auto,60.3,2511.3
2135,0,F,0,N,Y,43,Y,N,DSL,Y,Y,N,N,N,Y,Per_month,Y,Check_electron,63.95,2737.05
2139,1,M,0,N,N,22,Y,Y,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,79.35,1730.35
2144,0,M,0,N,N,7,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.5,128.6
2145,0,F,0,N,N,69,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,110.5,7455.45
2146,0,F,0,N,Y,1,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,24.7,24.7
2147,0,M,0,N,N,3,Y,N,DSL,Y,N,Y,N,Y,Y,Per_month,Y,Check_electron,77.4,206.15
2149,0,F,0,Y,N,69,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Bank_transfer_auto,85.4,5869.4
2151,0,F,0,Y,Y,69,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.4,1346.2
2152,0,F,0,N,N,48,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Check_electron,103.85,4946.05
2153,1,M,0,Y,N,47,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Bank_transfer_auto,83.35,4065
2155,0,M,0,N,N,45,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Per_month,Y,Credit_card_auto,108.45,4964.7
2157,1,F,0,Y,N,22,Y,Y,DSL,Y,N,N,Y,Y,Y,Per_month,Y,Check_electron,79.2,1742.75
2160,0,M,0,Y,Y,71,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Check_electron,90.35,6325.25
2161,1,M,0,Y,Y,7,Y,N,DSL,N,N,Y,N,N,N,Per_month,N,Check_electron,48.7,340.25
2162,0,F,0,N,N,66,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.15,1683.6
2164,0,F,0,Y,Y,30,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.55,608.5
2165,0,F,0,N,N,34,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,N,Check_electron,85.35,2896.6
2166,0,M,0,Y,Y,64,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,24.8,1514.85
2167,0,M,1,Y,N,65,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Bank_transfer_auto,103.15,6792.45
2170,1,F,0,N,N,49,Y,Y,DSL,Y,Y,N,N,N,N,Per_month,Y,Credit_card_auto,59.75,2934.3
2171,0,F,0,Y,Y,67,Y,Y,Fiber optic,N,Y,N,Y,Y,N,Year-2,N,Credit_card_auto,94.1,6302.8
2172,0,M,0,N,Y,39,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.35,779.2
2176,0,F,0,N,N,14,Y,N,DSL,N,N,N,Y,N,Y,Year-1,N,Credit_card_auto,59.1,772.85
2177,1,F,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_electron,71.35,71.35
2178,0,M,0,Y,Y,16,Y,N,DSL,Y,Y,N,N,N,N,Year-1,Y,Check_mailed,55.85,857.8
2181,0,F,0,Y,Y,23,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Credit_card_auto,75.3,1702.9
2186,1,M,0,Y,Y,17,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,N,Check_electron,80.85,1400.85
2187,1,F,0,N,N,4,N,No_phone,DSL,Y,Y,N,N,N,N,Per_month,Y,Check_electron,33.65,137.85
2188,0,F,0,N,N,36,Y,Y,DSL,N,N,Y,N,N,N,Year-1,N,Check_electron,55.8,1941.5
2189,0,F,0,N,N,50,N,No_phone,DSL,N,Y,Y,Y,N,N,Year-2,N,Credit_card_auto,39.7,1932.75
2192,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,N,Y,Year-2,N,Credit_card_auto,79.55,5810.9
2194,0,F,0,N,N,18,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.65,391.7
2196,1,F,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,19.3,19.3
2201,1,F,0,Y,N,37,Y,Y,Fiber optic,Y,N,Y,Y,N,Y,Year-1,Y,Check_electron,99.2,3754.6
2203,0,M,1,Y,N,11,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.2,834.7
2204,1,F,0,Y,N,8,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Credit_card_auto,85.2,627.4
2205,1,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_electron,75.25,242
2206,0,M,0,Y,Y,55,Y,N,DSL,Y,N,N,N,N,Y,Year-1,N,Credit_card_auto,59.45,3157
2213,0,M,0,Y,Y,45,Y,Y,Fiber optic,N,Y,Y,N,N,Y,Year-1,Y,Credit_card_auto,95.0,4368.85
2214,0,M,0,N,N,40,Y,N,DSL,Y,Y,N,Y,N,N,Per_month,Y,Check_mailed,61.9,2647.1
2215,0,F,0,N,N,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,118.65,8477.6
2216,1,M,0,N,N,1,Y,Y,DSL,N,N,Y,N,N,N,Per_month,N,Check_electron,54.35,54.35
2219,0,M,0,Y,Y,46,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Bank_transfer_auto,20.2,845.6
2221,0,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.45,20.45
2224,1,M,0,Y,N,5,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,24.95,100.4
2225,0,F,0,Y,Y,67,Y,Y,DSL,Y,N,N,N,Y,Y,Year-2,Y,Check_electron,75.5,5229.45
2228,0,M,0,Y,Y,41,Y,Y,DSL,Y,Y,Y,N,Y,N,Per_month,Y,Credit_card_auto,74.55,3023.55
2231,0,M,0,Y,Y,42,N,No_phone,DSL,Y,N,Y,Y,Y,N,Year-2,N,Credit_card_auto,48.15,2032.3
2235,0,F,0,N,N,56,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,106.6,5893.95
2236,0,M,0,N,Y,15,Y,Y,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Check_electron,91.0,1430.05
2237,0,M,0,Y,Y,12,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,25.4,313
2238,0,F,0,Y,Y,54,Y,N,DSL,Y,N,Y,Y,N,Y,Year-2,N,Bank_transfer_auto,69.95,3871.85
2242,0,F,0,N,Y,21,Y,N,DSL,Y,N,Y,N,N,Y,Year-1,N,Check_mailed,64.85,1336.8
2243,0,M,1,Y,N,30,Y,Y,DSL,N,N,Y,N,Y,Y,Year-2,N,Check_electron,74.85,2181.75
2245,0,M,0,N,N,11,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,N,Check_electron,72.9,818.45
2247,0,M,0,N,N,18,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,19.0,348.8
2248,0,M,0,N,Y,6,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.55,128.6
2249,0,F,0,N,N,46,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Year-1,Y,Check_electron,101.1,4674.4
2252,0,F,0,N,N,1,Y,Y,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,50.1,50.1
2253,0,F,0,Y,N,25,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,74.6,1797.75
2255,1,F,0,Y,N,30,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,85.0,2624.25
2258,0,F,0,Y,Y,57,Y,Y,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Check_electron,84.5,4845.4
2260,0,F,0,Y,Y,72,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,83.7,6096.9
2261,1,F,0,N,N,2,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,75.8,160.75
2263,1,M,1,Y,N,29,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,98.5,3004.15
2265,0,F,0,N,N,13,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.2,273.25
2266,0,F,1,Y,N,59,Y,Y,Fiber optic,Y,Y,Y,Y,N,N,Year-1,Y,Check_electron,94.05,5483.9
2268,1,M,1,Y,N,7,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,74.4,527.9
2269,0,F,0,Y,N,62,Y,N,DSL,Y,N,Y,Y,Y,Y,Year-2,N,Check_mailed,81.0,4985.9
2270,0,F,0,N,N,21,Y,N,DSL,Y,N,Y,Y,N,N,Year-1,Y,Check_electron,60.25,1258.35
2272,0,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Credit_card_auto,43.95,43.95
2274,0,F,0,N,N,19,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,20.25,383.65
2275,1,F,0,N,N,30,Y,N,Fiber optic,N,N,N,Y,Y,N,Per_month,N,Check_electron,85.15,2555.9
2276,0,M,0,Y,Y,67,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,19.4,1284.2
2278,0,M,0,Y,N,53,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.9,1110.05
2279,0,F,0,N,N,5,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,19.55,99.6
2282,0,M,0,Y,Y,56,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Year-2,Y,Check_electron,103.2,5873.75
2284,1,F,1,N,N,2,Y,Y,Fiber optic,N,N,Y,N,N,Y,Per_month,Y,Check_electron,88.55,179.25
2285,1,M,0,Y,Y,24,Y,Y,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,54.75,1338.15
2286,0,M,0,Y,Y,46,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.95,862.4
2288,0,F,0,N,N,29,N,No_phone,DSL,N,N,N,Y,N,N,Per_month,Y,Check_electron,31.2,926.2
2290,0,M,0,Y,N,71,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,84.2,5956.85
2292,0,M,1,Y,N,56,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,85.65,4824.45
2296,0,F,0,Y,Y,19,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.2,382.2
2297,0,M,0,Y,N,66,Y,Y,DSL,N,N,N,Y,N,Y,Per_month,N,Check_electron,63.85,4264.6
2300,0,F,0,N,N,19,Y,N,DSL,N,Y,N,N,Y,N,Year-1,N,Check_electron,58.2,1045.25
2301,0,F,0,N,N,36,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-1,N,Bank_transfer_auto,85.85,3003.55
2302,1,M,1,Y,N,7,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,70.1,467.55
2304,1,M,0,Y,Y,67,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Year-1,Y,Check_electron,111.3,7482.1
2307,1,F,0,Y,N,7,Y,N,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Check_electron,86.25,587.1
2310,0,F,0,N,N,69,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Year-2,N,Check_electron,104.0,7028.5
2313,0,F,0,Y,Y,12,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.25,274.7
2314,1,F,0,N,N,14,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,86.3,1180.95
2315,0,F,0,Y,N,70,N,No_phone,DSL,Y,N,Y,Y,N,Y,Year-2,Y,Bank_transfer_auto,49.85,3370.2
2316,0,F,1,N,N,64,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Per_month,Y,Bank_transfer_auto,108.95,7111.3
2317,0,F,0,Y,Y,66,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,89.9,5958.85
2319,0,M,1,N,N,20,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Check_electron,89.95,1648.45
2322,0,M,0,Y,Y,38,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Credit_card_auto,101.15,3956.7
2323,1,F,0,N,N,28,Y,Y,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,89.95,2625.55
2326,0,F,0,Y,Y,23,N,No_phone,DSL,Y,N,N,Y,N,N,Year-2,N,Check_mailed,34.6,813.45
2328,0,F,1,Y,N,70,Y,Y,Fiber optic,N,Y,N,Y,Y,Y,Year-2,Y,Bank_transfer_auto,104.45,7349.35
2329,0,M,0,Y,N,4,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_electron,70.5,294.2
